,sdr_mix,sdr,sir,sar,snr,mse
0,1.1217097518769084,6.15981669456676,16.095419861133493,6.816508153789423,5e-05,0.0008229665604292179
1,2.089943925959751,1.8417314008291,2.395268525852185,13.080588896026665,0.00175,0.00914901985841639
2,0.8242516050676123,12.716063369645775,22.37581109537807,15.705711648924911,-5e-05,0.0002868218018728144
3,0.47832319848780835,14.918667580869268,22.768469210274404,16.208630726166064,-0.0001,0.000562442517748066
4,0.42439847173790834,-0.12409073403956583,2.5146394394393985,13.133621342297982,0.0,0.00873271624247233
5,1.1359660508016787,7.257859194043824,13.986927892517363,8.613353604998679,-5e-05,0.0009318402000502045
6,1.348128444880727,8.039163958110285,11.664770707134998,11.294907832755678,0.0,0.000488824090536903
7,0.4953484988530734,15.548546673493782,22.454536497163765,16.616516699725395,-0.0001,9.206831455230713e-05
8,0.6676622964873253,7.996182097724079,14.39399765534975,10.011971923377903,0.0,0.00013389672134436813
9,0.6146263117396398,-7.902555291040551,-4.7752765204342325,4.623375383297272,0.0,0.006886554465574377
10,0.5110752899524921,17.179296466774694,22.870435767846832,18.66089034281071,-0.00015,2.25872495302967e-05
11,0.9525719738151399,9.98495752820179,13.10661459703785,13.460764876885133,-0.0018,0.00013359224095064052
12,0.37658593583318756,-3.0171836172107778,0.6609021699000439,5.385618685541983,5e-05,0.0005739831603040883
13,2.039457005790667,6.3764745995257925,11.021159050074147,9.630184942817685,-5e-05,0.00033918971232339444
14,1.1171777917634906,0.3733144376920853,3.3086482636739882,5.1515392170606,0.0001,0.0019310744369731231
15,0.5924430363489241,14.263677335953947,21.06554543241986,15.846348464180572,0.0,0.00031385564920949
16,1.087301914582673,4.198609194504726,11.34210502750491,5.5060782476255286,-0.00105,0.0002958341994706322
17,1.3983046271516546,6.47090520529861,12.909096095538342,7.81973360610886,-0.0005499999999999999,0.0018875703507778693
18,1.2569944151265928,10.105278377847599,17.711581912819295,11.410564861832054,0.0001,0.0001944994590446061
19,0.4761520129540989,3.6751308853114977,7.684328585523399,6.724127204604228,-5e-05,0.004666215999453676
20,0.5411742316312353,-1.468799543375586,4.689863686729993,5.414193487841215,-0.0010500000000000002,0.0032503853825961845
21,0.46114385169702077,8.107861998365227,14.813579908426554,9.481007916901746,0.00039999999999999996,0.00010134462340205324
22,0.4155739296612353,-0.3988439172953404,5.749777624940386,8.071380069146585,-0.0007,0.0006738232777399175
23,0.6005977223829313,2.127894112893268,5.279580793183519,6.526068436896545,0.0,0.00020365944387866003
24,0.9892784533874261,-0.05942238148152201,1.9840665613500326,6.453400507866823,-0.0001,0.005117484050638535
25,0.3577324992816772,5.137383640807615,10.103138147650279,8.078504854214682,0.0001,0.002633883088242774
26,2.582696492195666,-4.223428884911273,3.1919725966003156,3.6425491647770727,-5e-05,0.005721063239901673
27,0.8060191584790863,7.818713775385456,14.003032555430703,9.76458089858771,-0.00015,0.00019736856806511975
28,1.4779822280966903,-1.330581916521081,2.1747769700932764,3.653000454976165,0.0001,0.002185000800618938
29,0.23576817847079745,14.506038396930077,20.336647696097042,15.880212428110358,0.0,0.00012907353321126863
30,1.4537391756835985,1.3049806670514592,7.010470971271168,3.629510812745002,5e-05,0.000655390541343128
31,0.4982845130585811,17.669266621191362,19.96270997167484,21.60675821189963,0.0182,0.0002105163446828431
32,2.8548189655970937,-2.6021574317970604,3.63388584191788,4.23423961115394,0.0014,0.004933239081326653
33,0.28261432714451884,14.991153186728626,19.76330650249403,17.459341228441794,-5e-05,0.0003951185328118941
34,0.42235205994482294,4.609363492355237,10.408801062495527,6.414898172775247,-0.0005,0.007390636088801365
35,0.6087600191539602,12.554205742140745,18.991227603640247,13.727898343698797,0.0,0.0008223606090919644
36,0.44478070487420407,15.140216715385309,21.694231293442364,16.336901887678916,0.0,1.8743200081528402e-05
37,0.9764269717686269,2.0986250724643885,4.548737738039076,10.432336339468598,-0.0001,0.0011776917120989632
38,0.6238672571427326,5.852737767961885,9.484506516116483,8.795212723592304,-0.00015,0.0010892456068712123
