,sdr_mix,sdr,sir,sar,snr,mse
0,1.1217097518769084,6.923218215039458,16.84340957140213,7.554754556092279,5e-05,0.0006756098247041889
1,2.089943925959751,-1.3035721685387425,1.916049347658456,3.779318260702815,0.0023499999999999997,0.010802157719930013
2,0.8242516050676123,12.756785722119304,21.986088677447793,16.185374153149056,-5e-05,0.000283840430133483
3,0.47832319848780835,15.433955545729662,24.510956204550517,16.164099955058838,-0.0001,0.0005293858694095238
4,0.42439847173790834,-3.6393293299168983,3.0429814768835595,3.3865610314619303,0.0,0.007514525628557393
5,1.1359660508016787,7.556268912324471,14.775093101156843,8.851770601660895,-5e-05,0.0008857606380593542
6,1.348128444880727,8.856609419871088,15.522549243105384,11.215826135741153,0.0,0.00043995034168748293
7,0.4953484988530734,15.97354685435078,24.46355320125421,16.672562433283776,-0.0001,8.38285494668811e-05
8,0.6676622964873253,8.088397562247508,14.575730172631125,10.257364759629356,0.0,0.00013170259475123647
9,0.6146263117396398,-7.781945841330853,-4.67229003279918,4.862747056286782,0.0,0.0068654562912735285
10,0.5110752899524921,17.30011209211805,23.16214952673952,18.73550295210088,-0.00015,2.2049185217303387e-05
11,0.9525719738151399,10.198461672220827,13.392308370913874,13.598911439709276,-0.00185,0.00012239653105829276
12,0.37658593583318756,-2.52535567983319,-0.38455727864124345,6.62316015420338,0.0,0.0005660680287024554
13,2.039457005790667,7.10995504675297,13.264644544072254,10.863030341626198,-5e-05,0.0002864875118522083
14,1.1171777917634906,0.7974129345351458,3.720511590824904,5.476364823864171,0.0001,0.0016755439487158084
15,0.5924430363489241,14.97787577650208,23.17935505958301,16.09613908651805,0.0,0.00027059394062734117
16,1.087301914582673,5.968958917425865,12.743707779770286,7.233621323748825,-0.00115,0.0002097171092150258
17,1.3983046271516546,6.411609310252311,13.108875421407031,7.665907365309381,-0.0006000000000000001,0.0019105316377153584
18,1.2569944151265928,10.350272184522955,18.584125629162145,11.635236585614535,0.0001,0.00018551510338689765
19,0.4761520129540989,2.6509990407683413,9.022619350981909,4.447133892869148,-5e-05,0.005912262551924761
20,0.5411742316312353,-2.343144956619705,3.961436398695839,3.4046178255902637,-0.0013,0.0032823836102205163
21,0.46114385169702077,7.7066826066918805,13.473099988179671,9.860325182281196,0.00039999999999999996,0.0001153969918103779
22,0.4155739296612353,1.1514165934195297,7.572265726942259,7.017283955619169,-0.0009,0.000531221984648237
23,0.6005977223829313,2.3380540502818863,4.783321904194228,8.06026775071471,0.0,0.00020158715253951502
24,0.9892784533874261,0.09068828144682584,2.158156438778031,6.406294554098338,-0.0001,0.00504188666156694
25,0.3577324992816772,5.126476325002517,10.412281536475021,7.6684594516718905,0.0001,0.0026363959499433928
26,2.582696492195666,-4.742453096663122,2.8692816311687075,2.881029954043376,-5e-05,0.005509233591603298
27,0.8060191584790863,7.804151294933758,13.644348129891279,10.269591635492453,-0.00015,0.00019632362413640116
28,1.4779822280966903,-1.3313544391050367,2.48287863612511,3.4668963985205785,0.0001,0.002069861807075201
29,0.23576817847079745,16.33624036084253,23.42401971731242,17.35902601405962,0.0,8.446307962431628e-05
30,1.4537391756835985,2.968462837799879,8.37337134682722,5.131832714969748,5e-05,0.00040898857747807225
31,0.4982845130585811,19.12572501926843,24.695724459887785,21.528523554346364,0.018250000000000002,0.00017520815280138276
32,2.8548189655970937,-2.162008285884988,3.5931800355302985,4.792598081482638,0.00145,0.004446645110261206
33,0.28261432714451884,16.515155418786406,23.136544016030978,18.05187282094115,-5e-05,0.0002719895220270344
34,0.42235205994482294,4.6936843566903175,10.599102933035002,6.451548359471648,-0.00055,0.007237556401421041
35,0.6087600191539602,12.909037295482571,20.78679218693081,13.718060126250826,0.0,0.0007594010117007238
36,0.44478070487420407,15.425204305761724,23.442810312264548,16.403054986061747,0.0,1.763701484556876e-05
37,0.9764269717686269,1.4468948724184663,4.022666588110174,8.932500385559827,-0.00015000000000000001,0.0012236600413041956
38,0.6238672571427326,6.87676899910883,11.753255671135257,8.869595415872125,-0.00015,0.0008769429197498396
